age,gender,height_cm,weight_kg,bmi,training_hours_per_week,resting_heart_rate,vo2max,reaction_time_ms,sleep_hours,flexibility_score,performance_score,performance_level
26,Male,182.1,60.2,18.2,0.2,68.2,46.3,284.6,7.2,31.8,39.7,Intermediate
34,Male,170.4,88.7,30.5,7.9,55.0,48.7,195.5,6.7,33.5,44.4,Intermediate
37,Female,176.1,68.8,22.2,4.0,62.5,42.1,228.5,5.7,27.1,35.9,Intermediate
33,Male,171.6,66.4,22.5,4.5,51.5,42.5,268.2,7.7,33.1,45.5,Intermediate
34,Female,155.0,79.0,32.9,6.4,68.9,41.2,270.7,6.6,47.0,28.4,Intermediate
35,Male,181.3,77.0,23.4,4.4,75.2,32.1,296.0,7.8,20.0,21.9,Beginner
16,Female,164.3,50.4,18.7,3.7,69.3,41.2,198.0,5.0,27.1,37.5,Intermediate
38,Female,163.5,82.9,31.0,11.3,70.4,42.4,208.4,5.7,21.6,31.8,Intermediate
31,Male,170.1,67.3,23.3,1.9,61.4,48.2,264.8,8.4,30.2,42.1,Intermediate
39,Male,172.1,48.1,16.2,4.7,71.8,38.7,241.9,6.9,27.6,43.0,Intermediate
35,Female,178.5,66.9,21.0,4.9,74.4,49.4,271.6,5.9,22.8,38.0,Intermediate
30,Female,169.9,58.1,20.1,11.3,58.7,40.0,190.8,7.0,45.8,63.3,Advanced
39,Male,201.8,75.1,18.4,11.3,54.6,39.9,237.3,7.9,32.6,62.2,Advanced
20,Male,159.6,79.8,31.3,15.5,50.3,38.6,241.8,5.4,23.4,40.1,Intermediate
24,Female,171.7,70.0,23.7,6.6,62.1,38.0,283.1,5.7,21.5,30.0,Intermediate
16,Female,179.9,62.7,19.4,7.6,40.8,40.8,145.4,8.3,31.5,64.9,Advanced
39,Male,185.9,58.4,16.9,4.7,75.9,41.6,250.1,6.1,28.4,40.8,Intermediate
30,Male,181.3,75.1,22.8,5.0,67.7,32.3,315.0,10.0,22.5,32.0,Intermediate
16,Male,183.5,68.3,20.3,15.2,60.1,58.6,237.6,5.4,25.1,70.1,Advanced
32,Male,168.1,54.0,19.1,4.0,75.7,28.3,248.8,6.5,29.8,27.2,Intermediate
27,Female,181.0,78.9,24.1,8.8,67.2,41.5,297.8,8.0,12.9,36.4,Intermediate
18,Female,188.0,60.7,17.2,8.8,50.6,47.7,307.2,7.6,31.3,62.5,Advanced
20,Female,179.9,77.0,23.8,8.3,55.6,45.7,240.3,6.7,29.0,48.6,Intermediate
31,Female,198.9,63.6,16.1,5.8,65.0,28.3,260.1,8.0,27.9,40.9,Intermediate
26,Male,174.4,61.5,20.2,13.8,65.2,55.2,244.3,6.4,30.1,67.6,Advanced
17,Male,171.7,72.1,24.5,12.2,60.5,63.4,208.1,5.8,38.6,69.9,Advanced
25,Male,157.8,94.6,38.0,6.4,59.1,45.4,304.3,6.8,14.2,13.9,Beginner
29,Female,170.6,75.2,25.8,15.9,45.7,46.6,201.9,5.4,32.8,62.6,Advanced
37,Female,180.1,60.7,18.7,11.8,47.4,48.4,264.2,7.0,32.5,68.1,Advanced
24,Male,184.0,79.8,23.6,8.6,53.6,37.4,239.9,5.8,39.1,44.8,Intermediate
37,Female,189.0,66.6,18.6,1.9,60.6,31.8,263.1,6.7,32.2,32.7,Intermediate
38,Male,177.2,87.7,27.9,10.2,58.2,52.0,272.5,5.4,32.6,46.2,Intermediate
36,Female,169.3,52.0,18.1,10.8,43.4,57.1,203.2,7.1,29.2,77.8,Advanced
36,Female,161.8,90.0,34.4,8.9,64.5,40.9,242.3,5.6,31.3,24.7,Beginner
33,Female,173.2,78.2,26.1,7.6,76.6,47.8,233.0,6.7,19.4,35.7,Intermediate
35,Female,164.7,59.1,21.8,8.2,69.8,43.8,228.8,7.7,15.3,43.5,Intermediate
34,Male,173.0,56.0,18.7,9.2,67.9,52.2,332.4,6.7,27.1,53.7,Intermediate
23,Female,161.1,81.6,31.4,9.2,59.9,39.5,219.1,6.6,18.9,29.4,Intermediate
31,Male,171.5,64.2,21.8,10.9,61.9,33.0,219.6,7.3,28.3,46.2,Intermediate
32,Male,168.7,56.0,19.7,3.3,71.2,42.0,275.8,6.7,38.3,39.8,Intermediate
22,Male,185.2,72.2,21.1,8.6,44.3,55.7,252.5,6.5,27.5,63.3,Advanced
18,Male,163.3,76.4,28.6,6.4,67.5,30.6,220.1,5.4,38.3,23.2,Beginner
29,Male,158.1,76.1,30.4,10.1,57.7,38.9,267.7,7.4,26.1,34.9,Intermediate
39,Female,182.8,56.0,16.8,0.9,62.9,37.2,254.7,5.7,17.3,29.7,Intermediate
35,Male,190.1,62.5,17.3,9.2,48.7,49.9,259.1,8.6,38.7,73.2,Advanced
38,Male,182.7,71.4,21.4,8.9,52.9,45.5,242.2,5.9,21.4,49.1,Intermediate
36,Female,173.6,56.2,18.6,10.3,62.1,51.6,242.5,8.2,30.2,66.8,Advanced
31,Male,166.4,67.4,24.3,16.8,54.5,44.4,249.4,6.2,38.1,63.4,Advanced
18,Female,172.9,69.9,23.4,0.8,56.9,39.4,284.6,6.9,28.9,29.0,Intermediate
38,Male,171.1,70.1,23.9,9.3,62.3,36.7,298.7,6.8,26.6,37.1,Intermediate
29,Male,163.0,46.5,17.5,5.0,57.9,34.7,234.4,4.7,43.8,43.5,Intermediate
20,Male,175.1,64.3,21.0,13.9,47.3,35.6,163.1,4.9,28.4,56.2,Advanced
23,Female,187.9,61.2,17.3,8.4,78.1,56.9,243.1,7.3,32.4,63.1,Advanced
28,Male,183.5,61.7,18.3,9.7,54.5,53.0,191.8,8.6,32.0,74.2,Advanced
31,Female,178.5,87.2,27.4,5.9,71.3,36.8,287.6,6.2,25.6,21.8,Beginner
16,Male,174.4,75.6,24.9,4.1,52.2,32.2,232.2,7.5,37.0,35.4,Intermediate
19,Male,165.2,63.8,23.4,9.5,62.0,57.2,275.3,7.3,32.9,59.7,Advanced
28,Female,185.9,86.2,24.9,10.3,62.5,41.5,213.6,7.1,37.2,50.2,Intermediate
35,Female,160.6,87.5,33.9,2.6,72.7,39.8,253.1,8.7,28.0,17.3,Beginner
33,Male,153.6,68.0,28.8,9.0,57.2,62.9,279.7,6.7,32.5,54.9,Intermediate
34,Male,174.4,60.8,20.0,7.9,61.1,64.5,349.4,6.1,17.9,55.8,Advanced
33,Female,170.8,76.5,26.2,8.6,56.3,52.0,299.7,9.2,27.6,53.2,Intermediate
35,Male,171.5,52.6,17.9,7.0,69.1,34.4,282.7,6.9,18.7,36.4,Intermediate
26,Female,182.3,71.9,21.6,6.3,48.6,31.3,249.1,6.1,28.2,36.9,Intermediate
16,Male,180.4,65.2,20.0,3.4,60.8,32.6,193.0,7.2,28.6,37.3,Intermediate
36,Female,181.6,49.1,14.9,6.0,62.9,39.0,207.5,6.6,27.2,51.2,Intermediate
29,Male,185.9,86.3,25.0,9.9,68.8,47.2,280.0,7.1,25.0,44.0,Intermediate
39,Male,162.3,57.4,21.8,15.7,43.8,62.0,205.5,7.2,37.2,87.5,Elite
20,Male,192.5,41.9,11.3,10.0,51.4,38.9,219.4,8.5,30.2,72.6,Advanced
26,Female,166.5,66.7,24.1,0.7,68.2,39.0,287.3,6.3,30.1,22.6,Beginner
36,Male,178.1,51.7,16.3,12.5,53.8,48.5,260.2,7.0,31.3,70.7,Advanced
39,Female,193.7,89.8,23.9,9.5,73.8,42.3,210.3,7.3,34.9,47.2,Intermediate
22,Female,191.3,62.2,17.0,13.1,56.4,53.7,193.7,7.5,34.3,79.8,Advanced
29,Male,189.1,95.5,26.7,15.7,43.9,46.1,239.1,8.5,42.3,70.7,Advanced
19,Male,174.8,47.2,15.4,13.0,66.5,35.1,191.8,7.9,29.5,63.2,Advanced
19,Female,160.4,96.4,37.5,9.3,68.4,41.4,263.0,7.8,27.4,23.0,Beginner
38,Male,164.3,67.2,24.9,8.0,50.0,43.6,258.6,7.8,41.7,53.1,Intermediate
28,Male,171.8,64.7,21.9,12.2,52.9,57.5,214.0,7.2,26.3,70.3,Advanced
23,Male,168.2,67.7,23.9,6.6,54.4,48.7,275.3,6.3,22.5,43.1,Intermediate
36,Male,167.8,79.6,28.3,7.6,59.3,49.3,266.9,6.6,41.6,45.3,Intermediate
17,Male,172.6,58.8,19.7,12.1,59.0,51.7,294.0,7.9,27.9,65.1,Advanced
23,Female,168.6,79.6,28.0,11.9,71.0,42.1,300.4,5.3,42.9,39.0,Intermediate
29,Male,169.8,61.6,21.4,5.9,47.6,42.8,218.7,7.0,26.2,49.3,Intermediate
36,Male,175.9,61.7,19.9,11.3,58.4,46.8,189.5,7.1,32.0,64.5,Advanced
26,Male,165.1,66.4,24.4,4.4,52.3,25.9,249.2,4.3,25.0,18.0,Beginner
32,Female,182.2,78.2,23.6,5.9,68.0,41.9,231.4,5.5,51.0,43.2,Intermediate
30,Male,184.5,58.5,17.2,10.5,55.6,50.2,186.3,7.1,39.1,73.6,Advanced
33,Female,170.4,92.7,31.9,16.8,54.4,53.5,197.8,5.7,31.3,58.1,Advanced
34,Male,175.1,63.0,20.5,12.5,64.7,59.9,230.5,6.9,37.2,73.4,Advanced
27,Female,190.2,96.1,26.6,9.0,53.3,50.8,186.6,7.2,26.1,53.4,Intermediate
19,Male,183.0,58.7,17.5,1.4,72.3,52.0,295.7,5.5,28.5,39.9,Intermediate
27,Male,191.2,98.1,26.8,6.1,66.0,31.6,253.0,4.8,24.2,18.2,Beginner
16,Male,182.7,82.5,24.7,8.7,62.8,51.3,312.6,6.1,35.1,47.1,Intermediate
27,Male,185.3,89.8,26.2,9.6,46.0,46.7,250.9,6.8,36.7,53.7,Intermediate
38,Male,169.3,53.6,18.7,7.0,60.9,43.7,281.1,6.0,27.7,46.4,Intermediate
24,Female,174.7,59.3,19.4,1.2,49.6,37.7,270.6,8.8,42.9,47.6,Intermediate
28,Male,167.4,58.2,20.8,5.7,56.5,41.9,228.7,6.4,19.0,41.5,Intermediate
34,Male,175.8,69.3,22.4,7.5,62.1,40.2,256.3,6.8,38.2,45.7,Intermediate
20,Male,180.4,78.5,24.1,4.8,51.8,45.0,309.6,7.4,35.6,43.5,Intermediate
33,Male,177.4,82.1,26.1,10.1,49.3,49.0,238.7,7.5,36.3,57.8,Advanced
25,Female,160.0,76.0,29.7,4.0,56.2,26.2,288.7,5.6,17.0,6.6,Beginner
22,Female,167.1,77.4,27.7,7.2,64.4,26.3,281.1,6.5,35.4,22.1,Beginner
32,Male,163.2,87.2,32.7,6.2,67.6,47.9,288.1,5.3,29.3,23.4,Beginner
19,Male,178.1,70.1,22.1,0.1,67.1,33.2,229.6,6.6,31.9,24.7,Beginner
21,Male,171.1,64.8,22.1,6.4,68.3,41.7,197.7,5.6,29.2,40.1,Intermediate
34,Male,177.7,77.7,24.6,7.6,72.3,42.4,222.7,6.6,25.2,37.4,Intermediate
38,Male,154.3,76.1,32.0,12.1,43.4,55.1,313.7,7.7,31.9,54.1,Intermediate
23,Male,176.0,53.4,17.2,10.5,56.5,57.4,309.1,9.2,14.1,69.0,Advanced
28,Male,164.8,72.0,26.5,8.5,65.0,36.5,224.4,6.5,40.5,39.0,Intermediate
25,Female,182.1,100.5,30.3,6.8,66.6,49.7,185.3,7.4,41.4,45.1,Intermediate
21,Female,182.7,70.7,21.2,9.8,64.0,38.5,223.1,9.6,27.2,54.4,Intermediate
39,Male,180.6,82.6,25.3,9.1,64.8,59.5,242.7,7.7,41.3,62.9,Advanced
37,Male,184.4,67.7,19.9,0.4,64.0,44.0,264.9,4.0,28.3,28.4,Intermediate
36,Female,183.1,89.8,26.8,2.6,58.9,30.7,297.8,7.0,19.5,15.4,Beginner
36,Female,169.8,77.5,26.9,0.0,67.5,30.4,178.8,7.1,26.8,16.9,Beginner
29,Male,160.5,63.0,24.5,12.2,46.0,38.6,163.5,6.7,24.4,53.9,Intermediate
39,Male,182.1,81.9,24.7,0.0,72.7,32.8,278.4,6.7,22.3,12.6,Beginner
32,Female,178.2,92.5,29.1,16.6,61.2,52.3,263.0,8.7,27.8,61.9,Advanced
34,Male,152.2,77.5,33.5,10.7,63.4,52.5,234.1,7.5,24.3,41.7,Intermediate
29,Female,157.9,71.2,28.6,7.5,68.2,51.8,166.2,7.1,26.8,44.9,Intermediate
18,Male,162.1,78.5,29.9,10.9,57.0,46.2,184.4,6.8,28.7,46.8,Intermediate
32,Female,174.2,73.6,24.3,4.2,69.1,39.6,187.7,8.0,24.1,35.8,Intermediate
39,Male,161.0,80.7,31.1,4.8,59.6,32.5,246.2,7.6,34.3,23.6,Beginner
17,Female,181.6,66.2,20.1,9.5,50.1,45.8,206.2,5.1,39.4,59.6,Advanced
17,Male,169.9,58.5,20.3,6.2,58.8,36.0,211.9,6.4,42.7,47.2,Intermediate
16,Female,190.5,83.2,22.9,7.4,58.7,51.2,233.5,7.6,22.9,52.3,Intermediate
30,Male,179.3,96.9,30.1,5.2,51.3,52.5,288.5,8.4,18.9,38.8,Intermediate
18,Male,173.7,75.5,25.0,6.0,69.4,50.7,292.3,4.5,35.3,36.4,Intermediate
39,Female,179.2,70.6,22.0,8.2,49.9,44.3,278.3,7.9,14.1,47.5,Intermediate
37,Female,165.7,105.1,38.3,13.6,72.3,57.9,202.8,7.1,33.5,44.8,Intermediate
25,Female,189.5,83.6,23.3,8.5,57.6,39.2,265.7,7.6,28.2,44.6,Intermediate
19,Female,185.5,82.4,23.9,5.7,59.2,57.6,230.1,8.1,40.1,60.7,Advanced
30,Female,177.5,73.9,23.5,10.2,55.4,50.2,200.6,6.0,21.9,53.7,Intermediate
19,Male,194.3,64.0,17.0,5.0,69.7,42.3,298.6,7.6,37.5,48.4,Intermediate
22,Female,160.3,65.6,25.5,6.8,68.7,42.2,182.9,7.8,40.2,46.4,Intermediate
37,Male,183.1,67.7,20.2,17.2,71.3,57.0,279.1,5.0,28.1,66.7,Advanced
27,Male,187.0,53.2,15.2,4.4,52.4,48.7,256.4,7.0,26.0,57.3,Advanced
20,Female,180.0,67.4,20.8,9.5,60.3,34.7,208.6,6.3,34.7,47.6,Intermediate
31,Male,173.4,71.8,23.9,6.7,64.5,55.2,301.5,5.8,23.2,42.9,Intermediate
24,Male,154.4,66.6,27.9,5.7,62.7,28.8,160.8,9.4,33.1,34.6,Intermediate
22,Female,185.9,73.8,21.4,6.7,52.7,46.5,220.1,7.1,30.8,53.8,Intermediate
20,Male,170.7,69.1,23.7,0.0,62.8,27.8,243.7,7.6,21.4,17.1,Beginner
32,Male,174.3,72.0,23.7,3.6,58.0,47.4,193.4,6.3,26.2,41.7,Intermediate
38,Female,184.9,62.5,18.3,10.8,58.9,47.5,308.5,7.9,33.8,63.0,Advanced
36,Male,184.9,66.2,19.4,7.0,56.3,59.7,278.9,6.9,45.4,68.7,Advanced
32,Female,163.4,70.0,26.2,2.7,59.7,48.7,266.8,6.9,32.4,36.9,Intermediate
32,Female,165.1,61.1,22.4,0.7,72.1,28.5,264.7,6.0,35.7,17.9,Beginner
21,Female,167.9,68.9,24.4,6.0,47.5,50.4,230.7,7.5,22.7,50.4,Intermediate
31,Male,181.9,62.6,18.9,6.8,55.5,42.6,305.2,8.4,16.4,47.4,Intermediate
24,Female,185.8,83.0,24.0,7.6,67.2,41.9,294.0,7.0,30.4,38.8,Intermediate
16,Male,180.0,67.1,20.7,13.1,52.2,48.3,180.8,7.6,32.0,71.3,Advanced
24,Male,170.6,76.1,26.1,5.3,57.4,40.0,272.1,6.1,35.5,34.0,Intermediate
33,Male,173.6,63.2,21.0,7.7,63.4,32.9,316.1,7.9,26.6,37.3,Intermediate
22,Female,188.9,67.5,18.9,8.6,62.4,46.5,236.2,5.5,20.2,48.9,Intermediate
27,Female,163.8,68.9,25.7,0.5,65.8,27.9,274.4,5.1,33.6,10.5,Beginner
20,Male,182.8,55.0,16.5,11.0,59.7,56.5,295.9,7.4,26.4,69.7,Advanced
23,Male,173.9,50.2,16.6,5.8,60.0,51.5,225.5,5.8,25.6,55.7,Advanced
34,Male,179.9,53.7,16.6,9.1,64.5,38.5,185.9,7.3,39.8,60.6,Advanced
28,Male,175.3,78.2,25.4,6.8,55.3,26.9,257.6,7.9,24.8,29.2,Intermediate
21,Female,185.3,76.2,22.2,11.9,60.5,45.3,241.3,6.9,10.4,49.0,Intermediate
20,Male,180.3,66.6,20.5,8.5,60.7,40.4,211.6,7.1,33.5,52.2,Intermediate
22,Female,175.7,49.4,16.0,10.8,70.6,32.9,168.6,6.1,31.6,52.7,Intermediate
19,Female,197.6,78.9,20.2,9.8,49.6,49.8,290.2,6.0,39.9,61.6,Advanced
32,Male,187.5,62.9,17.9,6.6,54.6,38.4,320.0,8.6,29.3,50.0,Intermediate
20,Male,177.7,73.0,23.1,3.9,52.3,46.5,241.0,7.3,32.0,46.5,Intermediate
25,Male,182.8,73.8,22.1,2.3,70.8,31.9,323.4,7.9,21.4,20.9,Beginner
25,Female,176.2,84.6,27.2,0.0,69.2,41.2,232.5,7.7,30.8,24.8,Beginner
32,Male,168.1,70.3,24.9,9.6,49.3,52.2,267.6,8.1,38.3,62.1,Advanced
18,Male,157.8,25.8,10.4,4.3,57.5,41.0,284.1,7.4,42.5,62.2,Advanced
23,Female,195.6,77.5,20.3,13.1,69.3,48.5,243.3,7.2,23.1,59.0,Advanced
38,Male,170.6,59.7,20.5,8.5,71.7,43.2,243.3,4.9,26.7,41.1,Intermediate
32,Male,180.9,51.6,15.8,13.0,53.3,44.0,141.7,6.3,36.9,75.2,Advanced
35,Female,187.6,58.6,16.7,11.3,53.8,61.2,320.3,5.7,36.4,73.7,Advanced
22,Female,170.6,42.7,14.7,8.2,69.5,50.7,248.7,7.5,25.2,62.1,Advanced
36,Female,172.2,78.8,26.6,6.1,61.7,45.4,254.3,7.3,41.4,43.8,Intermediate
17,Female,180.2,56.3,17.3,9.9,57.3,61.4,260.8,8.4,35.3,79.0,Advanced
21,Female,180.3,79.5,24.5,7.0,60.5,38.0,203.6,8.0,27.2,42.1,Intermediate
35,Male,175.3,68.5,22.3,2.5,63.2,42.0,314.5,6.1,22.7,27.8,Intermediate
31,Male,164.4,67.9,25.1,5.1,51.8,35.2,228.4,7.7,41.1,41.6,Intermediate
25,Male,187.9,77.3,21.9,7.6,50.4,48.1,251.0,5.8,24.7,49.5,Intermediate
32,Female,182.6,35.9,10.8,9.3,53.5,46.3,223.6,9.2,27.0,77.8,Advanced
24,Male,176.8,77.9,24.9,3.1,56.9,40.4,224.5,7.6,27.2,35.8,Intermediate
26,Female,183.0,72.2,21.6,5.0,58.7,32.8,267.1,7.2,37.7,38.0,Intermediate
39,Male,142.6,82.3,40.5,12.1,59.2,42.0,226.2,7.6,43.3,34.0,Intermediate
31,Male,175.6,64.8,21.0,4.2,64.6,36.8,296.9,7.1,40.5,38.1,Intermediate
29,Male,170.8,74.4,25.5,4.0,74.2,23.3,251.3,6.6,18.8,10.0,Beginner
27,Female,155.4,60.4,25.0,13.4,57.9,47.1,244.0,6.1,38.2,57.6,Advanced
18,Male,180.4,77.5,23.8,9.2,48.5,45.4,231.0,7.2,33.8,55.8,Advanced
36,Male,165.2,79.3,29.1,3.6,60.8,35.8,247.1,7.3,24.5,22.4,Beginner
26,Male,189.2,38.1,10.6,10.4,58.4,49.2,314.1,6.4,30.2,70.1,Advanced
30,Female,173.6,74.0,24.6,6.8,58.5,57.8,319.3,8.9,45.4,61.3,Advanced
29,Female,181.7,58.3,17.7,7.8,60.0,37.5,215.9,6.0,31.0,49.2,Intermediate
32,Female,169.2,67.5,23.6,5.7,63.0,44.6,287.2,8.6,24.7,42.1,Intermediate
19,Male,183.2,67.0,20.0,6.5,62.4,35.4,250.6,4.0,30.3,33.8,Intermediate
18,Male,189.2,72.5,20.3,12.4,58.0,34.5,288.2,6.2,55.6,57.2,Advanced
19,Female,159.3,75.5,29.8,12.7,72.2,45.3,280.3,8.1,36.3,45.7,Intermediate
22,Female,181.2,66.8,20.3,18.3,46.6,55.8,173.2,9.7,29.7,93.7,Elite
34,Male,158.5,62.8,25.0,3.6,60.1,61.5,242.7,7.6,41.6,56.9,Advanced
30,Male,173.9,62.2,20.6,12.5,52.0,42.1,270.9,8.0,28.3,60.5,Advanced
24,Female,177.6,52.6,16.7,8.5,64.1,43.3,244.4,7.3,44.3,62.1,Advanced
37,Male,164.1,47.5,17.6,9.7,47.6,40.5,276.4,7.0,35.0,60.0,Advanced
36,Male,171.7,85.0,28.8,5.8,63.7,60.2,221.6,7.2,30.8,48.7,Intermediate
20,Male,190.0,52.8,14.6,10.9,48.7,54.2,223.9,7.7,40.6,83.9,Elite
28,Male,184.0,89.1,26.3,4.7,58.5,43.1,288.7,7.2,21.2,31.5,Intermediate
32,Female,185.3,56.8,16.5,13.2,66.1,44.9,258.6,8.1,41.4,71.4,Advanced
16,Male,191.3,78.1,21.3,3.5,63.3,56.4,273.9,8.4,32.1,54.1,Intermediate
35,Male,171.8,84.2,28.5,6.3,67.6,34.9,270.7,6.1,46.6,28.8,Intermediate
27,Male,185.0,65.1,19.0,7.7,59.2,35.7,219.1,6.1,49.3,52.7,Intermediate
37,Male,169.0,69.0,24.2,3.0,69.9,31.9,231.5,6.2,22.4,19.9,Beginner
31,Male,187.5,72.5,20.6,11.3,75.4,24.9,309.5,8.1,32.0,36.6,Intermediate
20,Male,163.7,72.0,26.9,14.0,55.6,50.0,240.5,6.3,26.5,55.2,Advanced
27,Female,166.7,61.0,22.0,9.8,69.4,41.9,289.9,7.1,24.9,43.4,Intermediate
33,Female,192.5,51.1,13.8,4.7,56.3,34.3,241.7,7.2,29.0,49.4,Intermediate
36,Female,181.1,73.1,22.3,2.2,46.5,52.1,243.9,6.1,17.8,42.7,Intermediate
28,Male,178.3,74.8,23.5,17.6,56.7,48.4,223.4,7.8,37.9,73.9,Advanced
34,Male,173.2,61.8,20.6,20.0,56.5,58.6,284.9,4.7,39.5,80.2,Advanced
33,Male,171.2,84.4,28.8,12.0,66.4,49.7,262.1,7.5,29.7,48.4,Intermediate
20,Female,174.3,63.3,20.8,12.2,63.6,47.5,156.0,6.2,28.3,61.6,Advanced
17,Female,174.1,79.2,26.1,11.1,55.5,61.0,180.7,5.9,25.9,62.2,Advanced
28,Female,181.8,78.9,23.9,5.1,56.1,41.6,324.5,6.1,34.9,35.8,Intermediate
24,Female,192.0,50.2,13.6,9.2,71.7,36.8,203.0,7.5,42.0,62.1,Advanced
17,Female,166.6,79.8,28.8,6.7,70.7,47.3,253.0,5.9,10.8,25.3,Intermediate
33,Male,176.8,41.4,13.2,8.5,63.3,49.9,285.1,7.3,36.0,67.8,Advanced
39,Male,183.1,73.1,21.8,16.6,58.1,61.3,161.7,8.1,39.4,89.2,Elite
18,Male,172.2,60.6,20.4,6.0,57.5,54.5,196.5,10.0,25.7,65.9,Advanced
27,Female,183.2,71.3,21.2,5.4,55.7,44.5,243.6,5.5,34.2,45.2,Intermediate
31,Female,161.2,84.3,32.4,2.9,51.0,33.6,261.5,8.1,29.0,20.5,Beginner
24,Male,198.0,76.7,19.6,8.8,55.0,54.2,286.8,6.0,33.6,60.4,Advanced
27,Male,178.4,76.9,24.2,5.4,52.7,32.1,242.5,6.3,15.6,26.9,Intermediate
29,Female,174.6,81.8,26.8,1.3,70.4,46.9,228.7,4.2,31.9,23.4,Beginner
35,Male,167.9,64.2,22.8,6.2,63.8,44.5,227.5,5.9,29.7,41.8,Intermediate
19,Male,172.3,76.5,25.8,7.8,61.9,54.0,234.3,8.6,27.0,53.9,Intermediate
36,Female,182.4,71.6,21.5,8.2,59.9,38.1,273.6,6.2,19.2,37.8,Intermediate
35,Male,198.9,64.3,16.3,7.3,66.6,48.4,248.5,7.0,18.4,53.4,Intermediate
35,Male,162.0,73.9,28.2,5.0,61.0,38.7,287.8,7.9,40.2,33.7,Intermediate
22,Male,174.0,60.9,20.1,8.4,52.7,44.7,308.0,6.6,27.7,50.3,Intermediate
30,Male,163.8,77.1,28.7,8.4,55.8,64.2,303.9,6.3,35.5,54.3,Intermediate
33,Male,162.9,53.8,20.3,4.1,68.0,53.2,261.6,6.9,7.7,40.3,Intermediate
22,Female,175.9,86.4,27.9,8.4,80.4,45.5,164.4,6.3,36.9,40.2,Intermediate
18,Female,170.0,65.6,22.7,11.0,61.2,53.8,215.6,7.0,23.8,59.8,Advanced
23,Male,178.3,75.5,23.7,5.3,67.6,38.1,271.7,7.9,41.2,39.6,Intermediate
23,Male,181.9,64.7,19.6,5.5,57.3,44.5,333.5,7.7,19.0,42.8,Intermediate
16,Male,162.5,60.8,23.0,5.6,50.6,26.4,217.6,6.8,23.2,30.5,Intermediate
26,Female,169.7,68.9,23.9,11.0,53.2,39.7,234.9,10.0,35.8,60.4,Advanced
37,Male,172.2,88.7,29.9,1.3,72.0,37.8,285.9,7.6,24.5,14.0,Beginner
36,Female,153.3,70.4,30.0,7.6,67.2,36.0,264.7,5.1,35.2,23.3,Beginner
22,Female,172.4,60.0,20.2,2.0,61.6,29.9,280.1,7.2,38.1,31.2,Intermediate
28,Male,162.2,48.7,18.5,9.9,57.1,65.5,227.0,8.3,22.3,77.3,Advanced
17,Female,172.8,70.8,23.7,7.5,50.2,47.2,264.8,7.4,26.4,49.9,Intermediate
17,Female,174.5,71.4,23.4,12.2,55.5,46.3,262.0,5.7,30.4,53.3,Intermediate
36,Female,156.2,60.0,24.6,5.0,53.3,41.6,218.1,8.2,27.4,43.6,Intermediate
31,Female,163.9,76.9,28.6,11.6,50.8,55.0,239.1,7.9,34.1,61.1,Advanced
16,Female,178.9,72.4,22.6,5.4,63.4,42.8,185.1,6.9,27.3,43.4,Intermediate
39,Female,183.9,70.8,20.9,5.5,67.8,41.8,228.4,6.6,27.0,40.8,Intermediate
22,Female,194.0,73.8,19.6,4.8,63.1,35.3,285.6,7.1,37.4,40.0,Intermediate
23,Male,178.5,55.5,17.4,6.6,64.7,41.1,266.4,8.0,37.9,54.1,Intermediate
22,Male,168.4,72.9,25.7,7.7,71.9,43.0,284.1,5.8,26.7,31.8,Intermediate
30,Female,165.8,69.6,25.3,4.0,66.8,55.3,245.6,5.8,19.3,36.9,Intermediate
24,Male,162.3,83.4,31.7,6.0,66.4,54.5,205.7,6.8,26.8,37.5,Intermediate
27,Male,185.3,63.0,18.3,11.7,57.5,60.8,238.5,9.5,41.0,86.2,Elite
34,Female,161.4,77.8,29.9,8.2,49.0,42.5,292.6,4.5,36.6,33.2,Intermediate
38,Female,167.2,69.8,25.0,13.4,43.1,50.9,220.9,7.2,44.6,71.9,Advanced
36,Male,173.7,81.5,27.0,10.2,71.5,29.7,241.4,6.6,22.0,26.1,Intermediate
32,Female,187.8,99.8,28.3,9.3,67.9,48.9,245.6,7.5,26.8,43.1,Intermediate
21,Male,181.1,73.7,22.5,8.2,64.0,51.9,208.3,5.0,29.1,50.0,Intermediate
24,Male,173.6,63.2,21.0,10.8,69.3,46.3,209.2,7.6,32.9,58.6,Advanced
22,Female,181.3,72.1,21.9,8.2,63.5,38.5,300.0,6.8,26.3,39.2,Intermediate
31,Male,194.2,76.0,20.2,9.7,63.3,44.2,266.4,6.2,44.3,55.8,Advanced
36,Male,171.6,63.8,21.7,10.6,45.4,60.9,191.0,6.8,32.6,75.5,Advanced
18,Female,186.4,67.0,19.3,5.2,51.8,42.4,221.8,6.5,31.3,50.0,Intermediate
20,Female,181.2,65.7,20.0,15.8,50.5,49.8,216.4,6.6,34.1,75.1,Advanced
32,Male,187.5,87.7,24.9,10.8,61.3,41.6,264.3,8.8,23.2,48.2,Intermediate
32,Female,176.5,70.7,22.7,2.6,58.2,25.8,231.8,8.7,36.2,31.9,Intermediate
37,Female,168.1,75.6,26.8,13.5,55.8,55.9,252.6,6.2,40.5,63.5,Advanced
26,Female,164.6,57.4,21.2,3.4,72.3,40.5,265.9,7.6,6.5,27.3,Intermediate
